Date,Close,High,Low,Open,Volume,value,value_classification,timestamp,time_until_update,US Dollar Index,Federal Funds Rate,SMA50,SMA200,delta,gain,loss,avg_gain,avg_loss,rs,RSI,MA20,stddev,UpperBand,LowerBand,Daily_Return
2018-11-05,6419.66015625,6480.58984375,6363.6201171875,6363.6201171875,4174800000,42,Fear,1541376000,,96.3499984741211,2.2,6558.17662109375,,31.22021484375,31.22021484375,-0.0,10.395717075892858,22.999267578125,0.45200209270056946,31.12957584378502,6450.918017578125,111.57659584420766,6674.07120926654,6227.76482588971,0.48869857320561483
2018-11-06,6461.009765625,6463.5498046875,6408.16015625,6433.3798828125,4700040000,42,Fear,1541462400,,96.31999969482422,2.2,6549.704013671875,,41.349609375,41.349609375,-0.0,13.349260602678571,19.307861328125,0.6913899150100705,40.877027164132876,6441.836499023438,102.14344683339753,6646.123392690232,6237.549605356643,0.6441090083988854
2018-11-07,6530.14013671875,6552.16015625,6468.31005859375,6468.5,4941260000,48,Neutral,1541548800,,96.0,2.2,6538.381220703125,,69.13037109375,69.13037109375,-0.0,18.287144252232142,14.470703125,1.2637357075371651,55.82523186472366,6439.0670166015625,98.73642802991127,6636.539872661385,6241.59416054174,1.069962337180641
2018-11-08,6453.72021484375,6536.919921875,6438.52978515625,6522.27001953125,4665260000,51,Neutral,1541635200,,96.63999938964844,2.2,6526.512421875,,-76.419921875,0.0,76.419921875,18.287144252232142,19.122140066964285,0.9563335582833276,48.88397248179422,6448.941015625,88.8724482103495,6626.685912045698,6271.196119204301,-1.1702646539741735
2018-11-09,6385.6201171875,6456.4599609375,6373.3701171875,6442.60009765625,4346820000,47,Neutral,1541721600,,96.91000366210938,2.2,6514.660224609375,,-68.10009765625,0.0,68.10009765625,16.733572823660715,23.986432756696427,0.6976265705449306,41.094230182848484,6454.493017578125,80.47857972824333,6615.450177034611,6293.535858121638,-1.055206847976109
2018-11-12,6371.27001953125,6434.2099609375,6360.47021484375,6411.759765625,4295770000,52,Neutral,1541980800,,97.54000091552734,2.2,6501.3340234375,,-14.35009765625,0.0,14.35009765625,16.733572823660715,24.195731026785715,0.6915919508749676,40.884088536673694,6443.229516601563,75.13868444863947,6593.506885498842,6292.952147704284,-0.2247252012005152
2018-11-13,6359.490234375,6395.27001953125,6342.669921875,6373.18994140625,4503800000,56,Greed,1542067200,,97.3000030517578,2.2,6481.290625,,-11.77978515625,0.0,11.77978515625,15.297886439732142,25.037144252232142,0.6110076407123902,37.927047971181665,6431.39853515625,68.09862841979903,6567.595791995847,6295.201278316652,-0.18488912132336166
2018-11-14,5738.35009765625,6371.5498046875,5544.08984375,6351.240234375,7398940000,49,Neutral,1542153600,,96.8000030517578,2.2,6460.201025390625,,-621.14013671875,0.0,621.14013671875,15.297886439732142,68.00788225446429,0.22494284386760083,18.363537939237432,6391.09453125,165.9363814335254,6722.96729411705,6059.221768382949,-9.767137204823372
2018-11-15,5648.02978515625,5774.81982421875,5358.3798828125,5736.14990234375,7032140000,28,Fear,1542240000,,96.93000030517578,2.2,6442.57822265625,7535.320090332031,-90.3203125,0.0,90.3203125,15.297886439732142,74.34933035714286,0.2057568826275575,17.064541417269538,6349.6605224609375,233.2428646600761,6816.14625178109,5883.174793140785,-1.5739770310788437
2018-11-16,5575.5498046875,5657.02001953125,5498.93994140625,5645.31982421875,5279320000,23,Extreme Fear,1542326400,,96.47000122070312,2.2,6424.747822265625,7517.345139160157,-72.47998046875,0.0,72.47998046875,15.297886439732142,69.37503487723214,0.22050996394890005,18.06703512976256,6305.167504882813,288.3619160349109,6881.891336952634,5728.443672812991,-1.2832790057027754
2018-11-19,4871.490234375,5620.77978515625,4842.91015625,5620.77978515625,7039560000,28,Fear,1542585600,,96.19000244140624,2.2,6395.583623046875,7497.548840332031,-704.0595703125,0.0,704.0595703125,15.180733816964286,119.66500418526786,0.12686026228237252,11.257852151554829,6224.384008789062,427.4581557707473,7079.300320330557,5369.467697247567,-12.627625884008431
2018-11-20,4451.8701171875,4951.60986328125,4272.10986328125,4863.93017578125,8428290000,21,Extreme Fear,1542672000,,96.80999755859376,2.2,6358.197021484375,7485.031840820313,-419.6201171875,0.0,419.6201171875,15.180733816964286,148.44785853794642,0.10226307045772418,9.277555712290933,6123.190502929688,577.9051121795127,7279.000727288713,4967.380278570662,-8.613793664749824
2018-11-21,4602.169921875,4675.72998046875,4343.97998046875,4465.5400390625,6120120000,15,Extreme Fear,1542758400,,96.70999908447266,2.2,6323.204423828125,7469.272690429688,150.2998046875,150.2998046875,-0.0,21.618582589285715,148.44785853794642,0.14563081476692066,12.711845115352403,6028.507006835937,662.564747307107,7353.636501450152,4703.377512221723,3.3761048892067214
2018-11-23,4347.10986328125,4396.419921875,4195.68017578125,4360.7001953125,4871490000,12,Extreme Fear,1542931200,,96.91999816894533,2.2,6279.800419921875,7452.9017407226565,-255.06005859375,0.0,255.06005859375,20.857142857142858,166.66643415178572,0.1251430317285599,11.122410946837775,5922.047998046875,751.8666294967514,7425.7812570403785,4418.314739053372,-5.542169518370033
2018-11-26,3779.1298828125,4107.14013671875,3643.919921875,4015.070068359375,6476900000,17,Extreme Fear,1543190400,,97.06999969482422,2.2,6225.128818359375,7430.469440917968,-567.97998046875,0.0,567.97998046875,18.627127511160715,207.23643275669642,0.08988345950265263,8.247070704575066,5787.2669921875,878.5174502443432,7544.301892676187,4030.2320916988137,-13.065691881088826
2018-11-27,3820.719970703125,3862.9599609375,3661.010009765625,3765.949951171875,5998720000,11,Extreme Fear,1543276800,,97.37000274658205,2.2,6175.919213867188,7405.888138427735,41.590087890625,41.590087890625,-0.0,18.644304547991073,207.23643275669642,0.08996634568536609,8.254048030152319,5661.671496582031,971.1216312839152,7603.914759149861,3719.428234014201,1.100520203864308
2018-11-28,4257.419921875,4385.89990234375,3822.469970703125,3822.469970703125,7280280000,14,Extreme Fear,1543363200,,96.79000091552734,2.2,6133.641616210937,7382.542386474609,436.699951171875,436.699951171875,-0.0,44.89927455357143,207.23643275669642,0.21665724484982288,17.807582683368295,5557.828991699219,1005.8339202606188,7569.496832220457,3546.161151177981,11.429781677810569
2018-11-29,4278.8466796875,4413.0205078125,4145.76513671875,4269.00439453125,6503347767,18,Extreme Fear,1543449600,,96.77999877929688,2.2,6091.247749023438,7360.9450720214845,21.4267578125,21.4267578125,-0.0,46.429757254464285,201.77786690848214,0.23010332087375493,18.706015744296195,5455.890832519532,1027.8499952882753,7511.590823096082,3400.190841942981,0.5032803483256965
2018-11-30,4017.2685546875,4322.9765625,3942.822021484375,4289.0888671875,6048016717,19,Extreme Fear,1543536000,,97.2699966430664,2.2,6041.199721679687,7333.55826538086,-261.578125,0.0,261.578125,46.429757254464285,215.59772600446428,0.21535365012849386,17.719422663989647,5337.865270996093,1051.6701203146642,7441.205511625421,3234.525030366765,-6.113285765572329
2018-12-03,3894.130859375,4155.9794921875,3840.4462890625,4147.32373046875,5089570994,17,Extreme Fear,1543795200,,97.04000091552734,2.2,5984.383334960938,7302.196917724609,-123.1376953125,0.0,123.1376953125,46.429757254464285,223.36826869419642,0.20786192025345016,17.209079677736156,5213.149816894531,1068.2936177466634,7349.737052387858,3076.562581401204,-3.0652094485647097
2018-12-04,3956.893798828125,4075.627685546875,3832.75,3886.294921875,5028069239,12,Extreme Fear,1543881600,,96.97000122070312,2.2,5931.6130078125,7270.811884765625,62.762939453125,62.762939453125,-0.0,50.91282435825893,222.52685546875,0.22879406735430521,18.619398761170586,5090.011499023438,1063.8318253034456,7217.6751496303295,2962.3478484165466,1.6117316474361765
2018-12-06,3521.101806640625,3874.966064453125,3521.101806640625,3754.074462890625,5878333109,13,Extreme Fear,1544054400,,96.80999755859376,2.2,5873.105639648437,7231.398892822265,-435.7919921875,0.0,435.7919921875,50.91282435825893,209.28770228794642,0.2432671571319132,19.566764531374332,4943.016101074219,1067.5282156631977,7078.072532400614,2807.959669747823,-11.0134872034363
2018-12-07,3419.937255859375,3512.59033203125,3280.228759765625,3512.59033203125,6835615448,11,Extreme Fear,1544140800,,96.51000213623048,2.2,5811.604384765625,7195.046577148438,-101.16455078125,0.0,101.16455078125,50.91282435825893,210.06229073660714,0.24237012830683397,19.508689301564942,4787.50595703125,1050.5600436188163,6888.626044268882,2686.385869793617,-2.873093603554966
2018-12-10,3502.656005859375,3647.33251953125,3470.14453125,3612.04638671875,5020968740,19,Extreme Fear,1544400000,,97.22000122070312,2.2,5748.122504882813,7162.534857177734,82.71875,82.71875,-0.0,56.82130650111607,204.88514927455358,0.2773324796956047,21.711847471513025,4639.952746582031,1010.7053854019672,6661.363517385966,2618.5419757780965,2.4187212750256704
2018-12-11,3424.588134765625,3513.18505859375,3392.25,3497.5546875,4696765188,15,Extreme Fear,1544486400,,97.38999938964844,2.2,5683.731669921875,7128.152299804688,-78.06787109375,0.0,78.06787109375,56.82130650111607,160.17145647321428,0.3547530112558999,26.185807177282626,4491.901147460938,956.9786115506549,6405.858370562248,2577.943924359628,-2.228819243544189
2018-12-12,3486.9501953125,3534.228515625,3413.4814453125,3421.458251953125,4139364829,14,Extreme Fear,1544572800,,97.04000091552734,2.2,5621.678271484375,7093.753549804687,62.362060546875,62.362060546875,-0.0,61.27573939732143,130.19859095982142,0.4706328919967405,32.002064863226494,4347.68515625,872.4522973791527,6092.589751008305,2602.7805614916942,1.8210090700773618
2018-12-13,3313.67724609375,3489.739501953125,3298.132080078125,3487.87939453125,4343372456,14,Extreme Fear,1544659200,,97.05999755859376,2.2,5556.829814453125,7056.6939379882815,-173.27294921875,0.0,173.27294921875,50.5400390625,142.57523018973214,0.3544797998589502,26.170918155875356,4195.394506835937,761.5859857718675,5718.566478379672,2672.2225352922023,-4.969183369802089
2018-12-14,3242.48486328125,3329.555908203125,3206.542236328125,3311.751953125,4372763663,10,Extreme Fear,1544745600,,97.44000244140624,2.2,5491.62771484375,7020.916860351563,-71.1923828125,0.0,71.1923828125,50.5400390625,129.44182477678572,0.390445971768809,28.080628783592104,4070.6012451171873,697.2165989390191,5465.034442995226,2676.168047239149,-2.1484404643338006
2018-12-17,3545.86474609375,3597.91796875,3253.123046875,3253.123046875,5409247918,17,Extreme Fear,1545004800,,97.0999984741211,2.2,5431.0112109375,6983.891184082031,303.3798828125,303.3798828125,-0.0,72.21003069196429,88.871826171875,0.8125188127935238,44.82815886149278,3965.4929931640627,598.3407510419086,5162.17449524788,2768.8114910802456,9.356400896363581
2018-12-18,3696.05908203125,3701.349365234375,3487.169189453125,3544.761474609375,5911325473,23,Extreme Fear,1545091200,,97.13999938964844,2.2,5372.48279296875,6946.939477539063,150.1943359375,150.1943359375,-0.0,79.96747698102679,88.871826171875,0.8998068389679817,47.363069787493615,3871.51845703125,464.8660735318936,4801.2506040950375,2941.786309967463,4.235760433416402
2018-12-19,3745.95068359375,3949.322998046875,3687.22998046875,3706.824951171875,6810689119,21,Extreme Fear,1545177600,,97.04000091552734,2.2,5314.35720703125,6907.802731933593,49.8916015625,49.8916015625,-0.0,52.338309151785715,88.871826171875,0.5889190242424551,37.06413072391984,3815.2414794921874,401.2080839770128,4617.657647446213,3012.8253115381617,1.3498594166162725
2018-12-20,4134.44140625,4191.228515625,3728.974609375,3742.195068359375,8927129279,27,Fear,1545264000,,96.27999877929688,2.2,5264.193232421875,6874.575437011718,388.49072265625,388.49072265625,-0.0,78.55716378348214,88.871826171875,0.8839377693393555,46.91969043379431,3799.3700439453123,380.4391595251353,4560.248362995583,3038.4917248950414,10.370951341077017
2018-12-21,3896.543701171875,4198.4296875,3850.9462890625,4133.70361328125,7206015706,35,Fear,1545350400,,96.95999908447266,2.2,5210.413510742187,6844.230303955078,-237.897705078125,0.0,237.897705078125,78.55716378348214,87.18036760602679,0.9010877785981195,47.39853618240554,3764.088732910156,331.6628587326292,4427.414450375414,3100.7630154448975,-5.754047081632285
2018-12-24,4078.59912109375,4271.79248046875,4000.331787109375,4000.331787109375,7240968501,25,Extreme Fear,1545609600,,96.5500030517578,2.2,5166.860688476562,6817.648250732422,182.055419921875,182.055419921875,-0.0,91.56112234933036,78.38481794084821,1.1680976591465126,53.876616406953865,3750.663195800781,311.6512077268093,4373.9656112544,3127.3607803471623,4.672228361435349
2018-12-26,3857.297607421875,3893.359619140625,3769.86376953125,3819.666748046875,5326547918,26,Fear,1545782400,,97.0500030517578,2.2,5118.5150390625,6790.246989746094,-221.301513671875,0.0,221.301513671875,87.07805524553571,94.19206891741071,0.9244733261129162,48.03773134025105,3754.57158203125,312.5159420007597,4379.60346603277,3129.5396980297305,-5.4259197116810265
2018-12-27,3654.83349609375,3874.4169921875,3645.448486328125,3854.6884765625,5130222366,29,Fear,1545868800,,96.4800033569336,2.2,5059.680908203125,6762.495556640625,-202.464111328125,0.0,202.464111328125,87.07805524553571,77.52579171316964,1.1232140081549582,52.901591824510184,3746.2772583007813,312.86908531974757,4372.015428940276,3120.5390876612864,-5.248858966405945
2018-12-28,3923.918701171875,3956.135986328125,3642.632080078125,3653.1318359375,5631554348,21,Extreme Fear,1545955200,,96.38999938964844,2.2,5006.237084960938,6736.14090209961,269.085205078125,269.085205078125,-0.0,106.29842703683036,70.29975237165179,1.5120739896047621,60.192255318190874,3729.602197265625,292.41127605485485,4314.424749375335,3144.779645155915,7.36244771111243
2018-12-31,3742.700439453125,3868.742919921875,3725.867431640625,3866.839111328125,4661840806,26,Fear,1546214400,,96.16999816894533,2.2,4950.202490234375,6713.505356445313,-181.21826171875,0.0,181.21826171875,100.38994489397321,83.24391392299107,1.205973387878469,54.668537458571926,3702.794885253906,262.4492087050458,4227.693302663998,3177.8964678438147,-4.618298071889948
2019-01-02,3943.409423828125,3947.981201171875,3817.409423828125,3849.21630859375,5244856836,30,Fear,1546387200,,96.81999969482422,2.2,4899.536479492188,6691.71810180664,200.708984375,200.708984375,-0.0,114.72630092075893,77.66763741629464,1.4771442100888394,59.630933236457146,3699.1019287109375,258.2778048101937,4215.657538331325,3182.5463190905502,5.362678301988999
2019-01-03,3836.7412109375,3935.68505859375,3826.222900390625,3931.048583984375,4530215219,33,Fear,1546473600,,96.30999755859376,2.2,4846.963100585937,6669.210059814453,-106.668212890625,0.0,106.668212890625,110.27186802455357,85.28679547991071,1.2929535856524015,56.388127249620034,3696.2324462890624,256.30827186708746,4208.848990023237,3183.6159025548877,-2.704974336321264
2019-01-04,3857.717529296875,3865.9345703125,3783.853759765625,3832.0400390625,4847965467,48,Neutral,1546560000,,96.19000244140624,2.2,4794.374248046875,6645.345395507812,20.976318359375,20.976318359375,-0.0,111.77017647879464,72.91015625,1.5329850082277754,60.5208875397309,3691.2736328125,251.92166378783642,4195.116960388173,3187.4303052368273,0.5467222626216461
2019-01-07,4025.248291015625,4092.613525390625,4020.89404296875,4078.5849609375,5228625637,39,Fear,1546819200,,95.70999908447266,2.2,4745.364409179688,6620.904288330078,167.53076171875,167.53076171875,-0.0,123.73665945870536,67.82498604910714,1.8243521549583017,64.59365032634311,3716.48095703125,259.117775197308,4234.716507425866,3198.245406636634,4.342743097348678
2019-01-08,4030.847900390625,4109.02099609375,3996.955322265625,4028.47216796875,5306593305,39,Fear,1546905600,,95.9000015258789,2.2,4696.0645703125,6596.412126464844,5.599609375,5.599609375,-0.0,102.46663992745536,67.82498604910714,1.510750622982314,60.17127344920531,3747.0264892578125,258.32723277118913,4263.680954800191,3230.3720237154344,0.13911214837352137
2019-01-09,4035.29638671875,4068.403564453125,4022.662841796875,4031.552001953125,5115905225,42,Fear,1546992000,,95.22000122070312,2.2,4647.244697265625,6572.946259765625,4.448486328125,4.448486328125,-0.0,92.05622209821429,67.82498604910714,1.3572612021116095,57.577887460913935,3773.6585083007812,259.2624697800772,4292.183447860935,3255.1335687406267,0.11036105648376537
2019-01-10,3678.924560546875,4064.066650390625,3659.174560546875,4034.411376953125,6874143796,37,Fear,1547078400,,95.54000091552734,2.2,4591.328188476563,6546.942781982422,-356.371826171875,0.0,356.371826171875,88.49253627232143,93.28011648995536,0.9486752332888706,48.6830856718873,3786.3753295898437,247.19623366190112,4280.767796913646,3291.9828622660416,-8.831366819666354
2019-01-11,3687.365478515625,3713.8818359375,3653.06982421875,3674.015380859375,5538712865,19,Extreme Fear,1547164800,,95.66999816894533,2.2,4538.422900390625,6524.332607421875,8.44091796875,8.44091796875,-0.0,61.346121651785715,93.28011648995536,0.6576548567924615,39.673811113190006,3796.39609375,238.32229461290248,4273.040682975805,3319.7515045241953,0.22943982214995717
2019-01-14,3706.05224609375,3727.836181640625,3552.28515625,3557.31103515625,5651384490,16,Extreme Fear,1547424000,,95.58999633789062,2.2,4485.858544921875,6503.697668457031,18.686767578125,18.686767578125,-0.0,62.68089076450893,76.28742327008929,0.821641210014296,45.10444787356605,3816.01484375,211.08733836933308,4238.189520488666,3393.840167011334,0.5067782862046899
2019-01-15,3630.67529296875,3720.1533203125,3619.94921875,3704.21630859375,5537192302,27,Fear,1547510400,,95.97000122070312,2.2,4432.119853515625,6482.078645019531,-75.376953125,0.0,75.376953125,49.676932198660715,81.67149135044643,0.608253031470928,37.8207296717863,3835.424365234375,169.2831548929044,4173.9906750201835,3496.858055448566,-2.033888032864317
2019-01-16,3655.0068359375,3685.777099609375,3624.67333984375,3631.509765625,5394457145,24,Extreme Fear,1547596800,,96.05999755859376,2.2,4377.66439453125,6464.525178222656,24.33154296875,24.33154296875,-0.0,51.41489955357143,65.86424037388393,0.7806193354954131,43.839765183625005,3840.8814697265625,161.01471919171664,4162.910908109996,3518.852031343129,0.6701657682214313
2019-01-17,3678.56396484375,3680.135986328125,3621.9609375,3651.87109375,5464420383,28,Fear,1547683200,,96.06999969482422,2.2,4323.466875,6447.498999023437,23.55712890625,23.55712890625,-0.0,53.09755161830357,51.402518136160715,1.032975689588842,50.81102026349147,3840.0067138671875,161.88807059016193,4163.7828550475115,3516.2305726868635,0.6445166852939055
2019-01-18,3657.83935546875,3682.52001953125,3637.080810546875,3677.990478515625,5002961727,29,Fear,1547769600,,96.33999633789062,2.2,4268.230458984375,6428.507646484375,-20.724609375,0.0,20.724609375,33.87717982700893,52.882847377232146,0.6406080895257202,39.04699078442995,3835.6011474609377,165.73558997717578,4167.07232741529,3504.129967506586,-0.5633885824214646
2019-01-22,3604.5771484375,3620.74658203125,3539.721435546875,3575.081298828125,5313623556,27,Fear,1548115200,,96.3000030517578,2.2,4211.101806640625,6412.261333007813,-53.26220703125,0.0,53.26220703125,33.87717982700893,43.743129185267854,0.7744571652276386,43.64473712884956,3809.1079345703124,157.6014645909217,4124.3108637521555,3493.905005388469,-1.4561111589446618
2019-01-23,3585.123046875,3623.06787109375,3565.31396484375,3605.55712890625,5433755649,33,Fear,1548201600,,96.12000274658205,2.2,4152.20146484375,6396.129597167968,-19.4541015625,0.0,19.4541015625,19.540823800223215,45.13270786830357,0.43296369137085655,30.21456119077645,3793.536901855469,163.77154926450166,4121.080000384472,3465.9938033264657,-0.5397055122244532
2019-01-24,3600.865478515625,3616.08740234375,3569.0927734375,3584.500244140625,5262869046,37,Fear,1548288000,,96.5999984741211,2.2,4095.1443701171875,6380.9523254394535,15.742431640625,15.742431640625,-0.0,20.665283203125,37.5135498046875,0.5508751720569716,35.52027796836347,3769.6502197265627,154.58801333895244,4078.8262464044674,3460.474193048658,0.43910436084884097
2019-01-25,3599.765869140625,3612.927734375,3575.597412109375,3607.390380859375,5265847539,35,Fear,1548374400,,95.79000091552734,2.2,4039.42728515625,6365.097504882812,-1.099609375,0.0,1.099609375,19.166974748883927,37.592093331473215,0.5098671835025683,33.76900889519207,3756.7736328125,157.59944591251107,4071.9725246375224,3441.574740987478,-0.03053736335224544
2019-01-28,3470.450439453125,3586.7509765625,3439.23291015625,3584.283203125,6908930483,35,Fear,1548633600,,95.75,2.2,3981.4108935546874,6348.275958251953,-129.3154296875,0.0,129.3154296875,7.200491768973214,46.828909737723215,0.1537616786147987,13.326987840279486,3747.554479980469,168.86672504002775,4085.2879300605246,3409.821029900413,-3.5923289010563186
2019-01-29,3448.116943359375,3476.0654296875,3400.81982421875,3468.8701171875,5897159493,21,Extreme Fear,1548720000,,95.81999969482422,2.2,3923.183427734375,6330.674943847656,-22.33349609375,0.0,22.33349609375,6.800519670758929,48.424159458705354,0.14043650414950837,12.314276475588642,3723.7643920898436,176.0745326444875,4075.9134573788187,3371.6153268008684,-0.6435330653293936
2019-01-30,3486.181640625,3495.1748046875,3429.387939453125,3443.89697265625,5955112627,22,Extreme Fear,1548806400,,95.33999633789062,2.2,3878.14005859375,6308.659602050781,38.064697265625,38.064697265625,-0.0,9.201677594866071,48.424159458705354,0.1900224536207589,15.967972120408078,3710.9384521484376,183.79615067697108,4078.53075350238,3343.3461507944953,1.103927096757329
2019-01-31,3457.792724609375,3504.804931640625,3447.915771484375,3485.4091796875,5831198271,17,Extreme Fear,1548892800,,95.58000183105467,2.2,3834.3353173828127,6286.468765869141,-28.388916015625,0.0,28.388916015625,9.201677594866071,24.996808733258927,0.3681140938052221,26.90668091733221,3686.6576171875,183.54524794768056,4053.748113082861,3319.567121292139,-0.8143269325041613
2019-02-01,3487.9453125,3501.9541015625,3431.591552734375,3460.547119140625,5422926707,23,Extreme Fear,1548979200,,95.58000183105467,2.4,3792.5832275390626,6264.398043212891,30.152587890625,30.152587890625,-0.0,10.752511160714286,24.996808733258927,0.43015535604782146,30.077526488908106,3669.217822265625,185.09839045367644,4039.414603172978,3299.0210413582718,0.8720183739189036
2019-02-04,3459.154052734375,3476.223876953125,3442.5869140625,3467.211669921875,5332718886,27,Fear,1549238400,,95.8499984741211,2.4,3764.33650390625,6240.876713867187,-28.791259765625,0.0,28.791259765625,9.417742047991071,27.053327287946427,0.3481176990819585,25.82250046260944,3649.2896484375,185.19106411013192,4019.671776657764,3278.907520217236,-0.8254504353162773
2019-02-05,3466.357421875,3478.148193359375,3451.93701171875,3454.950927734375,5227549545,21,Extreme Fear,1549324800,,96.0999984741211,2.4,3744.62625,6216.736953125,7.203369140625,7.203369140625,-0.0,9.932268415178571,21.669259207589285,0.45835754328417305,31.42970977144377,3621.345104980469,166.72072815025874,3954.7865612809865,3287.9036486799514,0.20824077305636735
2019-02-06,3413.767822265625,3469.091796875,3398.5654296875,3469.091796875,5482196038,14,Extreme Fear,1549411200,,96.41999816894533,2.4,3720.8582080078127,6189.576641845703,-52.589599609375,0.0,52.589599609375,8.194301060267858,25.4256591796875,0.32228470468975157,24.37332168682761,3590.491101074219,142.25193004216428,3874.9949611585475,3305.9872409898903,-1.5171430181290635
2019-02-07,3399.4716796875,3427.945556640625,3394.218505859375,3414.929443359375,5004962683,18,Extreme Fear,1549497600,,96.51000213623048,2.4,3701.9054443359373,6161.919600830078,-14.296142578125,0.0,14.296142578125,6.511648995535714,26.446812220982142,0.24621678186112575,19.757139002206387,3558.6998657226563,103.33890201399932,3765.377669750655,3352.0220616946576,-0.41877899501193694
2019-02-08,3666.7802734375,3695.614013671875,3391.023681640625,3401.37646484375,7735623101,37,Fear,1549584000,,96.63999938964844,2.4,3699.6584521484374,6131.766002197266,267.30859375,267.30859375,-0.0,25.605119977678573,24.966482979910715,1.0255797742229746,50.63141858317546,3558.0926513671875,102.62852476682475,3763.349700900837,3352.835601833538,7.863239318839477
2019-02-11,3648.4306640625,3695.613037109375,3642.287841796875,3695.613037109375,6277056434,46,Fear,1549843200,,97.05999755859376,2.4,3696.212666015625,6105.779454345703,-18.349609375,0.0,18.349609375,25.605119977678573,22.472726004464285,1.13938647107574,53.25762719733506,3556.1459106445313,100.39222147746923,3756.93035359947,3355.3614676895927,-0.5004283869400661
2019-02-12,3653.528564453125,3668.5869140625,3618.556884765625,3642.751953125,6480384532,38,Fear,1549929600,,96.70999908447266,2.4,3684.1348388671877,6077.639548339844,5.097900390625,5.097900390625,-0.0,25.969255719866073,21.083147321428573,1.2317542216987374,55.19219857288616,3553.5197265625,96.89030681211752,3747.3003401867354,3359.739112938265,0.13972858086190865
2019-02-13,3632.070556640625,3669.74658203125,3617.246337890625,3653.60400390625,6438903823,48,Neutral,1550016000,,97.12999725341795,2.4,3671.19931640625,6050.864652099609,-21.4580078125,0.0,21.4580078125,24.844796316964285,22.615862165178573,1.098556231706151,52.34819134739181,3553.589489746094,96.94926879267065,3747.488027331435,3359.6909521607527,-0.5873228423961097
2019-02-14,3616.880859375,3646.256591796875,3607.69775390625,3631.170166015625,6271044418,48,Neutral,1550102400,,96.9800033569336,2.4,3663.1915625,6022.746307373047,-15.189697265625,0.0,15.189697265625,24.844796316964285,23.622297014508927,1.0517519232657389,51.26116424405164,3551.6831909179687,95.2093796589471,3742.1019502358627,3361.2644316000747,-0.41821041273146786
2019-02-15,3620.810791015625,3647.795166015625,3608.20654296875,3617.368408203125,6091952231,43,Fear,1550188800,,96.91999816894533,2.4,3657.7251611328124,5995.2553125,3.929931640625,3.929931640625,-0.0,25.125505719866073,14.385480608258929,1.7465878550794562,63.591188312049425,3548.7955322265625,91.97963629741305,3732.7548048213885,3364.8362596317365,0.10865526937218206
2019-02-19,3947.094482421875,4010.87939453125,3908.153076171875,3911.66162109375,9933626655,65,Greed,1550534400,,96.5199966430664,2.4,3657.5291748046875,5968.811185302734,326.28369140625,326.28369140625,-0.0,48.431483677455354,12.790230887276786,3.7865996403265143,79.1083425575199,3563.2582885742186,126.34807567123723,3815.954439916693,3310.562137231744,9.01134332166329
2019-02-20,3999.820556640625,4000.486328125,3926.246826171875,3946.68505859375,8693373948,59,Greed,1550620800,,96.4499969482422,2.4,3667.1035498046876,5940.090986328125,52.72607421875,52.72607421875,-0.0,49.478724888392854,12.790230887276786,3.8684778503578325,79.45969909411212,3583.020458984375,159.66764600308412,3902.3557509905436,3263.685166978207,1.3358199164869689
2019-02-21,3954.1181640625,4010.009521484375,3940.108154296875,4000.2568359375,7775128102,59,Greed,1550707200,,96.61000061035156,2.4,3677.78716796875,5911.357778320313,-45.702392578125,0.0,45.702392578125,49.478724888392854,14.026907784598214,3.5274149975321962,77.91234069452258,3601.47021484375,179.9535908645931,3961.377396572936,3241.563033114564,-1.1426110729454764
2019-02-22,4005.526611328125,4006.538330078125,3950.81640625,3952.406494140625,7826525254,61,Greed,1550793600,,96.51000213623048,2.4,3687.844580078125,5884.520362548828,51.408447265625,51.408447265625,-0.0,50.997000558035715,14.026907784598214,3.6356552236004074,78.42807646891127,3621.703271484375,201.35805718194086,4024.4193858482568,3218.987157120493,1.300124202985553
2019-02-25,3882.6962890625,3913.707275390625,3807.00244140625,3807.00244140625,9318796067,47,Neutral,1551052800,,96.41000366210938,2.4,3697.0067431640623,5857.759742431641,-122.830322265625,0.0,122.830322265625,50.997000558035715,20.743983677455358,2.4583995702551316,71.08489115599131,3635.8497924804688,209.50943969773513,4054.868671875939,3216.8309130849984,-3.066521188955418
2019-02-26,3854.35791015625,3891.578857421875,3837.986328125,3878.697265625,7931218996,40,Fear,1551139200,,96.0,2.4,3704.3548974609375,5830.405633544922,-28.33837890625,0.0,28.33837890625,50.482474190848215,22.768153599330358,2.217240584336754,68.91746284475789,3655.045166015625,211.13845611127346,4077.322078238172,3232.768253793078,-0.7298633937987575
2019-02-27,3851.04736328125,3888.802490234375,3787.058837890625,3857.479736328125,8301309684,39,Fear,1551225600,,96.1500015258789,2.4,3715.1022998046874,5804.44116821289,-3.310546875,0.0,3.310546875,50.482474190848215,19.248221261160715,2.6227085352926784,72.39634405423648,3675.191687011719,209.57217462554948,4094.3360362628177,3256.04733776062,-0.08589100836423613
2019-02-28,3854.785400390625,3906.058349609375,3845.8212890625,3848.261962890625,8399767798,39,Fear,1551312000,,96.16000366210938,2.4,3727.348310546875,5781.507644042968,3.738037109375,3.738037109375,-0.0,50.749476841517854,18.227068219866073,2.784291814204377,73.57497653202932,3693.621875,208.2793037236812,4110.180482447362,3277.0632675526376,0.09706546704713048
